year,team,conference,poll_week,rank,rank_numeric,table_id
2017,Duke,ACC,2/20,13.0,13,1
2017,Florida State,ACC,2/20,8.0,8,1
2017,Ohio State,Big Ten,2/20,12.0,12,1
2017,Washington,Pac-12,2/20,11.0,11,1
2017,Louisville,ACC,2/20,14.0,14,1
2017,Texas,Big 12,2/20,6.0,6,1
2017,UCLA,Pac-12,2/20,15.0,15,1
2017,Miami (FL),ACC,2/20,17.0,17,1
2017,NC State,ACC,2/20,18.0,18,1
2017,Kentucky,SEC,2/20,22.0,22,1
2017,DePaul,Big East,2/20,19.0,19,1
2017,Drake,MVC,2/20,21.0,21,1
2017,Syracuse,ACC,2/20,20.0,20,1
2017,Oklahoma,Big 12,2/20,16.0,16,1
2017,Missouri,SEC,2/20,24.0,24,1
2017,Temple,AAC,2/20,23.0,23,1
2017,Michigan,Big Ten,2/20,25.0,25,1
2017,UConn,AAC,Final,1.0,1,1
2017,Notre Dame,ACC,Final,2.0,2,1
2017,South Carolina,SEC,Final,3.0,3,1
2017,Maryland,Big Ten,Final,4.0,4,1
2017,Baylor,Big 12,Final,5.0,5,1
2017,Stanford,Pac-12,Final,6.0,6,1
2017,Mississippi State,SEC,Final,7.0,7,1
2017,Oregon State,Pac-12,Final,8.0,8,1
2017,Duke,ACC,Final,9.0,9,1
2017,Florida State,ACC,Final,10.0,10,1
2017,Ohio State,Big Ten,Final,11.0,11,1
2017,Washington,Pac-12,Final,12.0,12,1
2017,Louisville,ACC,Final,13.0,13,1
2017,Texas,Big 12,Final,14.0,14,1
2017,UCLA,Pac-12,Final,15.0,15,1
2017,Miami (FL),ACC,Final,16.0,16,1
2017,NC State,ACC,Final,17.0,17,1
2017,Kentucky,SEC,Final,18.0,18,1
2017,DePaul,Big East,Final,19.0,19,1
2017,Drake,MVC,Final,20.0,20,1
2017,Syracuse,ACC,Final,21.0,21,1
2017,West Virginia,Big 12,Final,22.0,22,1
2017,Oklahoma,Big 12,Final,23.0,23,1
2017,Kansas State,Big 12,Final,24.0,24,1
2017,Missouri,SEC,Final,25.0,25,1
2017,UConn,AAC,12/12,1.0,1,1
2017,Notre Dame,ACC,12/12,2.0,2,1
2017,South Carolina,SEC,12/12,6.0,6,1
2017,Maryland,Big Ten,12/12,4.0,4,1
2017,Baylor,Big 12,12/12,3.0,3,1
2017,Stanford,Pac-12,12/12,10.0,10,1
2017,Mississippi State,SEC,12/12,5.0,5,1
2017,Duke,ACC,12/12,18.0,18,1
2017,Florida State,ACC,12/12,7.0,7,1
2017,Ohio State,Big Ten,12/12,12.0,12,1
2017,Washington,Pac-12,12/12,11.0,11,1
2017,Louisville,ACC,12/12,8.0,8,1
2017,Texas,Big 12,12/12,16.0,16,1
2017,UCLA,Pac-12,12/12,9.0,9,1
2017,Miami (FL),ACC,12/12,13.0,13,1
2017,Kentucky,SEC,12/12,19.0,19,1
2017,DePaul,Big East,12/12,17.0,17,1
2017,Syracuse,ACC,12/12,21.0,21,1
2017,West Virginia,Big 12,12/12,14.0,14,1
2017,Oklahoma,Big 12,12/12,20.0,20,1
2017,South Florida,AAC,12/12,22.0,22,1
2017,Arizona State,Pac-12,12/12,23.0,23,1
2017,Virginia Tech,ACC,12/12,24.0,24,1
2017,Colorado,Pac-12,12/12,15.0,15,1
2017,Oregon,Pac-12,12/12,25.0,25,1
2017,UConn,AAC,2/27,1.0,1,1
2017,Notre Dame,ACC,2/27,3.0,3,1
2017,South Carolina,SEC,2/27,5.0,5,1
2017,Maryland,Big Ten,2/27,4.0,4,1
2017,Baylor,Big 12,2/27,2.0,2,1
2017,Stanford,Pac-12,2/27,10.0,10,1
2017,Mississippi State,SEC,2/27,6.0,6,1
2017,Oregon State,Pac-12,2/27,6.0,6,1
2017,Duke,ACC,2/27,13.0,13,1
2017,Florida State,ACC,2/27,8.0,8,1
2017,Ohio State,Big Ten,2/27,9.0,9,1
2017,Washington,Pac-12,2/27,11.0,11,1
2017,Louisville,ACC,2/27,14.0,14,1
2017,Texas,Big 12,2/27,12.0,12,1
2017,UCLA,Pac-12,2/27,15.0,15,1
2017,Miami (FL),ACC,2/27,16.0,16,1
2017,NC State,ACC,2/27,17.0,17,1
2017,Kentucky,SEC,2/27,20.0,20,1
2017,DePaul,Big East,2/27,18.0,18,1
2017,Drake,MVC,2/27,22.0,22,1
2017,Syracuse,ACC,2/27,21.0,21,1
2017,Oklahoma,Big 12,2/27,19.0,19,1
2017,Kansas State,Big 12,2/27,24.0,24,1
2017,Missouri,SEC,2/27,23.0,23,1
2017,Temple,AAC,2/27,25.0,25,1
2017,UConn,AAC,3/6,1.0,1,1
2017,Notre Dame,ACC,3/6,3.0,3,1
2017,South Carolina,SEC,3/6,4.0,4,1
2017,Maryland,Big Ten,3/6,5.0,5,1
2017,Baylor,Big 12,3/6,2.0,2,1
2017,Stanford,Pac-12,3/6,6.0,6,1
2017,Mississippi State,SEC,3/6,7.0,7,1
2017,Oregon State,Pac-12,3/6,8.0,8,1
2017,Duke,ACC,3/6,9.0,9,1
2017,Florida State,ACC,3/6,10.0,10,1
2017,Ohio State,Big Ten,3/6,11.0,11,1
2017,Washington,Pac-12,3/6,12.0,12,1
2017,Louisville,ACC,3/6,13.0,13,1
2017,Texas,Big 12,3/6,14.0,14,1
2017,UCLA,Pac-12,3/6,15.0,15,1
2017,Miami (FL),ACC,3/6,16.0,16,1
2017,NC State,ACC,3/6,18.0,18,1
2017,Kentucky,SEC,3/6,19.0,19,1
2017,DePaul,Big East,3/6,17.0,17,1
2017,Drake,MVC,3/6,20.0,20,1
2017,Syracuse,ACC,3/6,21.0,21,1
2017,Oklahoma,Big 12,3/6,22.0,22,1
2017,Kansas State,Big 12,3/6,24.0,24,1
2017,Missouri,SEC,3/6,25.0,25,1
2017,Creighton,Big East,3/6,23.0,23,1
2018,UConn,AAC,Pre,1.0,1,1
2018,Baylor,Big 12,Pre,3.0,3,1
2018,Louisville,ACC,Pre,9.0,9,1
2018,Mississippi State,SEC,Pre,7.0,7,1
2018,Notre Dame,ACC,Pre,6.0,6,1
2018,Oregon,Pac-12,Pre,11.0,11,1
2018,South Carolina,SEC,Pre,4.0,4,1
2018,Texas,Big 12,Pre,2.0,2,1
2018,UCLA,Pac-12,Pre,8.0,8,1
2018,Ohio State,Big Ten,Pre,5.0,5,1
2018,Florida State,ACC,Pre,18.0,18,1
2018,Tennessee,SEC,Pre,14.0,14,1
2018,Oregon State,Pac-12,Pre,19.0,19,1
2018,Texas A&M,SEC,Pre,21.0,21,1
2018,Stanford,Pac-12,Pre,10.0,10,1
2018,Maryland,Big Ten,Pre,15.0,15,1
2018,Missouri,SEC,Pre,16.0,16,1
2018,South Florida,AAC,Pre,23.0,23,1
2018,Duke,ACC,Pre,12.0,12,1
2018,Michigan,Big Ten,Pre,24.0,24,1
2018,West Virginia,Big 12,Pre,13.0,13,1
2018,California,Pac-12,Pre,20.0,20,1
2018,Marquette,Big East,Pre,17.0,17,1
2018,Oklahoma,Big 12,Pre,22.0,22,1
2018,DePaul,Big East,Pre,25.0,25,1
2018,UConn,AAC,11/13,1.0,1,1
2018,Baylor,Big 12,11/13,3.0,3,1
2018,Louisville,ACC,11/13,5.0,5,1
2018,Mississippi State,SEC,11/13,7.0,7,1
2018,Notre Dame,ACC,11/13,6.0,6,1
2018,Oregon,Pac-12,11/13,10.0,10,1
2018,South Carolina,SEC,11/13,4.0,4,1
2018,Texas,Big 12,11/13,2.0,2,1
2018,UCLA,Pac-12,11/13,8.0,8,1
2018,Ohio State,Big Ten,11/13,9.0,9,1
2018,Florida State,ACC,11/13,17.0,17,1
2018,Tennessee,SEC,11/13,13.0,13,1
2018,Oregon State,Pac-12,11/13,18.0,18,1
2018,Texas A&M,SEC,11/13,19.0,19,1
2018,Stanford,Pac-12,11/13,14.0,14,1
2018,Maryland,Big Ten,11/13,15.0,15,1
2018,Missouri,SEC,11/13,23.0,23,1
2018,South Florida,AAC,11/13,22.0,22,1
2018,Duke,ACC,11/13,11.0,11,1
2018,Michigan,Big Ten,11/13,24.0,24,1
2018,West Virginia,Big 12,11/13,12.0,12,1
2018,California,Pac-12,11/13,20.0,20,1
2018,Kentucky,SEC,11/13,25.0,25,1
2018,Marquette,Big East,11/13,16.0,16,1
2018,Oklahoma,Big 12,11/13,21.0,21,1
2018,UConn,AAC,11/20,1.0,1,1
2018,Baylor,Big 12,11/20,8.0,8,1
2018,Louisville,ACC,11/20,4.0,4,1
2018,Mississippi State,SEC,11/20,7.0,7,1
2018,Notre Dame,ACC,11/20,6.0,6,1
2018,Oregon,Pac-12,11/20,10.0,10,1
2018,South Carolina,SEC,11/20,3.0,3,1
2018,Texas,Big 12,11/20,2.0,2,1
2018,UCLA,Pac-12,11/20,5.0,5,1
2018,Ohio State,Big Ten,11/20,9.0,9,1
2018,Florida State,ACC,11/20,13.0,13,1
2018,Tennessee,SEC,11/20,12.0,12,1
2018,Oregon State,Pac-12,11/20,18.0,18,1
2018,Texas A&M,SEC,11/20,19.0,19,1
2018,Stanford,Pac-12,11/20,14.0,14,1
2018,Maryland,Big Ten,11/20,15.0,15,1
2018,Missouri,SEC,11/20,23.0,23,1
2018,South Florida,AAC,11/20,17.0,17,1
2018,Duke,ACC,11/20,16.0,16,1
2018,Michigan,Big Ten,11/20,25.0,25,1
2018,Arizona State,Pac-12,11/20,24.0,24,1
2018,West Virginia,Big 12,11/20,11.0,11,1
2018,California,Pac-12,11/20,21.0,21,1
2018,Kentucky,SEC,11/20,22.0,22,1
2018,Marquette,Big East,11/20,20.0,20,1
2018,UConn,AAC,11/27,1.0,1,1
2018,Baylor,Big 12,11/27,9.0,9,1
2018,Louisville,ACC,11/27,4.0,4,1
2018,Mississippi State,SEC,11/27,6.0,6,1
2018,Notre Dame,ACC,11/27,3.0,3,1
2018,Oregon,Pac-12,11/27,10.0,10,1
2018,South Carolina,SEC,11/27,5.0,5,1
2018,Texas,Big 12,11/27,2.0,2,1
2018,UCLA,Pac-12,11/27,7.0,7,1
2018,Ohio State,Big Ten,11/27,8.0,8,1
2018,Florida State,ACC,11/27,13.0,13,1
2018,Tennessee,SEC,11/27,12.0,12,1
2018,Oregon State,Pac-12,11/27,21.0,21,1
2018,Texas A&M,SEC,11/27,18.0,18,1
2018,Stanford,Pac-12,11/27,16.0,16,1
2018,Maryland,Big Ten,11/27,15.0,15,1
2018,Missouri,SEC,11/27,19.0,19,1
2018,South Florida,AAC,11/27,17.0,17,1
2018,Duke,ACC,11/27,14.0,14,1
2018,Michigan,Big Ten,11/27,22.0,22,1
2018,West Virginia,Big 12,11/27,11.0,11,1
2018,California,Pac-12,11/27,24.0,24,1
2018,Villanova,Big East,11/27,25.0,25,1
2018,Kentucky,SEC,11/27,20.0,20,1
2018,Marquette,Big East,11/27,23.0,23,1
2018,UConn,AAC,12/4,1.0,1,1
2018,Baylor,Big 12,12/4,8.0,8,1
2018,Louisville,ACC,12/4,4.0,4,1
2018,Mississippi State,SEC,12/4,6.0,6,1
2018,Notre Dame,ACC,12/4,3.0,3,1
2018,Oregon,Pac-12,12/4,9.0,9,1
2018,South Carolina,SEC,12/4,5.0,5,1
2018,Texas,Big 12,12/4,2.0,2,1
2018,UCLA,Pac-12,12/4,7.0,7,1
2018,Ohio State,Big Ten,12/4,12.0,12,1
2018,Florida State,ACC,12/4,13.0,13,1
2018,Tennessee,SEC,12/4,11.0,11,1
2018,Oregon State,Pac-12,12/4,19.0,19,1
2018,Texas A&M,SEC,12/4,21.0,21,1
2018,Stanford,Pac-12,12/4,18.0,18,1
2018,Maryland,Big Ten,12/4,15.0,15,1
2018,Missouri,SEC,12/4,17.0,17,1
2018,South Florida,AAC,12/4,16.0,16,1
2018,Duke,ACC,12/4,14.0,14,1
2018,Green Bay,Horizon,12/4,23.0,23,1
2018,Michigan,Big Ten,12/4,24.0,24,1
2018,West Virginia,Big 12,12/4,10.0,10,1
2018,California,Pac-12,12/4,25.0,25,1
2018,Villanova,Big East,12/4,22.0,22,1
2018,Kentucky,SEC,12/4,20.0,20,1
2018,UConn,AAC,12/11,1.0,1,1
2018,Baylor,Big 12,12/11,6.0,6,1
2018,Louisville,ACC,12/11,3.0,3,1
2018,Mississippi State,SEC,12/11,5.0,5,1
2018,Notre Dame,ACC,12/11,2.0,2,1
2018,Oregon,Pac-12,12/11,9.0,9,1
2018,South Carolina,SEC,12/11,4.0,4,1
2018,Texas,Big 12,12/11,8.0,8,1
2018,UCLA,Pac-12,12/11,11.0,11,1
2018,Ohio State,Big Ten,12/11,13.0,13,1
2018,Florida State,ACC,12/11,12.0,12,1
2018,Tennessee,SEC,12/11,7.0,7,1
2018,Oregon State,Pac-12,12/11,17.0,17,1
2018,Texas A&M,SEC,12/11,19.0,19,1
2018,Stanford,Pac-12,12/11,18.0,18,1
2018,Maryland,Big Ten,12/11,15.0,15,1
2018,Missouri,SEC,12/11,16.0,16,1
2018,South Florida,AAC,12/11,22.0,22,1
2018,Duke,ACC,12/11,14.0,14,1
2018,Green Bay,Horizon,12/11,21.0,21,1
2018,Michigan,Big Ten,12/11,23.0,23,1
2018,West Virginia,Big 12,12/11,10.0,10,1
2018,California,Pac-12,12/11,24.0,24,1
2018,Iowa,Big Ten,12/11,25.0,25,1
2018,Villanova,Big East,12/11,20.0,20,1
2018,UConn,AAC,12/18,1.0,1,1
2018,Baylor,Big 12,12/18,6.0,6,1
2018,Louisville,ACC,12/18,3.0,3,1
2018,Mississippi State,SEC,12/18,5.0,5,1
2018,Notre Dame,ACC,12/18,2.0,2,1
2018,Oregon,Pac-12,12/18,10.0,10,1
2018,South Carolina,SEC,12/18,4.0,4,1
2018,Texas,Big 12,12/18,8.0,8,1
2018,UCLA,Pac-12,12/18,11.0,11,1
2018,Ohio State,Big Ten,12/18,12.0,12,1
2018,Florida State,ACC,12/18,13.0,13,1
2018,Tennessee,SEC,12/18,7.0,7,1
2018,Oregon State,Pac-12,12/18,17.0,17,1
2018,Texas A&M,SEC,12/18,19.0,19,1
2018,Stanford,Pac-12,12/18,18.0,18,1
2018,Maryland,Big Ten,12/18,15.0,15,1
2018,Missouri,SEC,12/18,16.0,16,1
2018,South Florida,AAC,12/18,22.0,22,1
2018,Duke,ACC,12/18,14.0,14,1
2018,Green Bay,Horizon,12/18,21.0,21,1
2018,Michigan,Big Ten,12/18,23.0,23,1
2018,West Virginia,Big 12,12/18,9.0,9,1
2018,California,Pac-12,12/18,24.0,24,1
2018,Iowa,Big Ten,12/18,25.0,25,1
2018,Villanova,Big East,12/18,20.0,20,1
2018,UConn,AAC,12/25,1.0,1,1
2018,Baylor,Big 12,12/25,6.0,6,1
2018,Louisville,ACC,12/25,3.0,3,1
2018,Mississippi State,SEC,12/25,5.0,5,1
2018,Notre Dame,ACC,12/25,2.0,2,1
2018,Oregon,Pac-12,12/25,10.0,10,1
2018,South Carolina,SEC,12/25,4.0,4,1
2018,Texas,Big 12,12/25,8.0,8,1
2018,UCLA,Pac-12,12/25,11.0,11,1
2018,Ohio State,Big Ten,12/25,12.0,12,1
2018,Florida State,ACC,12/25,13.0,13,1
2018,Tennessee,SEC,12/25,7.0,7,1
2018,Oregon State,Pac-12,12/25,17.0,17,1
2018,Texas A&M,SEC,12/25,22.0,22,1
2018,Maryland,Big Ten,12/25,15.0,15,1
2018,Missouri,SEC,12/25,16.0,16,1
2018,South Florida,AAC,12/25,25.0,25,1
2018,Duke,ACC,12/25,14.0,14,1
2018,Green Bay,Horizon,12/25,19.0,19,1
2018,Oklahoma State,Big 12,12/25,24.0,24,1
2018,Michigan,Big Ten,12/25,21.0,21,1
2018,West Virginia,Big 12,12/25,9.0,9,1
2018,California,Pac-12,12/25,20.0,20,1
2018,Iowa,Big Ten,12/25,23.0,23,1
2018,Villanova,Big East,12/25,18.0,18,1
2018,UConn,AAC,1/1,1.0,1,1
2018,Baylor,Big 12,1/1,6.0,6,1
2018,Louisville,ACC,1/1,3.0,3,1
2018,Mississippi State,SEC,1/1,5.0,5,1
2018,Notre Dame,ACC,1/1,2.0,2,1
2018,Oregon,Pac-12,1/1,9.0,9,1
2018,South Carolina,SEC,1/1,4.0,4,1
2018,Texas,Big 12,1/1,8.0,8,1
2018,UCLA,Pac-12,1/1,14.0,14,1
2018,Ohio State,Big Ten,1/1,10.0,10,1
2018,Florida State,ACC,1/1,11.0,11,1
2018,Tennessee,SEC,1/1,7.0,7,1
2018,Oregon State,Pac-12,1/1,16.0,16,1
2018,Texas A&M,SEC,1/1,19.0,19,1
2018,Stanford,Pac-12,1/1,24.0,24,1
2018,Maryland,Big Ten,1/1,13.0,13,1
2018,Missouri,SEC,1/1,15.0,15,1
2018,Duke,ACC,1/1,17.0,17,1
2018,Oklahoma State,Big 12,1/1,20.0,20,1
2018,Michigan,Big Ten,1/1,22.0,22,1
2018,Arizona State,Pac-12,1/1,25.0,25,1
2018,West Virginia,Big 12,1/1,12.0,12,1
2018,California,Pac-12,1/1,23.0,23,1
2018,Iowa,Big Ten,1/1,18.0,18,1
2018,Villanova,Big East,1/1,21.0,21,1
2018,UConn,AAC,1/8,1.0,1,1
2018,Baylor,Big 12,1/8,5.0,5,1
2018,Louisville,ACC,1/8,3.0,3,1
2018,Mississippi State,SEC,1/8,4.0,4,1
2018,Notre Dame,ACC,1/8,2.0,2,1
2018,Oregon,Pac-12,1/8,8.0,8,1
2018,South Carolina,SEC,1/8,9.0,9,1
2018,Texas,Big 12,1/8,7.0,7,1
2018,UCLA,Pac-12,1/8,14.0,14,1
2018,Ohio State,Big Ten,1/8,10.0,10,1
2018,Florida State,ACC,1/8,13.0,13,1
2018,Tennessee,SEC,1/8,6.0,6,1
2018,Oregon State,Pac-12,1/8,22.0,22,1
2018,Texas A&M,SEC,1/8,17.0,17,1
2018,Maryland,Big Ten,1/8,11.0,11,1
2018,Missouri,SEC,1/8,12.0,12,1
2018,Duke,ACC,1/8,16.0,16,1
2018,Green Bay,Horizon,1/8,25.0,25,1
2018,Oklahoma State,Big 12,1/8,20.0,20,1
2018,Michigan,Big Ten,1/8,23.0,23,1
2018,Arizona State,Pac-12,1/8,18.0,18,1
2018,West Virginia,Big 12,1/8,15.0,15,1
2018,California,Pac-12,1/8,24.0,24,1
2018,Iowa,Big Ten,1/8,18.0,18,1
2018,Rutgers,Big Ten,1/8,21.0,21,1
2018,UConn,AAC,1/15,1.0,1,1
2018,Baylor,Big 12,1/15,4.0,4,1
2018,Louisville,ACC,1/15,2.0,2,1
2018,Mississippi State,SEC,1/15,3.0,3,1
2018,Notre Dame,ACC,1/15,5.0,5,1
2018,Oregon,Pac-12,1/15,7.0,7,1
2018,South Carolina,SEC,1/15,10.0,10,1
2018,Texas,Big 12,1/15,9.0,9,1
2018,UCLA,Pac-12,1/15,13.0,13,1
2018,Ohio State,Big Ten,1/15,8.0,8,1
2018,Florida State,ACC,1/15,12.0,12,1
2018,Tennessee,SEC,1/15,6.0,6,1
2018,Oregon State,Pac-12,1/15,18.0,18,1
2018,Texas A&M,SEC,1/15,16.0,16,1
2018,Maryland,Big Ten,1/15,14.0,14,1
2018,Missouri,SEC,1/15,11.0,11,1
2018,Duke,ACC,1/15,15.0,15,1
2018,Green Bay,Horizon,1/15,23.0,23,1
2018,Oklahoma State,Big 12,1/15,24.0,24,1
2018,Michigan,Big Ten,1/15,19.0,19,1
2018,Arizona State,Pac-12,1/15,22.0,22,1
2018,West Virginia,Big 12,1/15,17.0,17,1
2018,California,Pac-12,1/15,21.0,21,1
2018,Iowa,Big Ten,1/15,20.0,20,1
2018,Rutgers,Big Ten,1/15,25.0,25,1
2018,UConn,AAC,1/22,1.0,1,1
2018,Baylor,Big 12,1/22,3.0,3,1
2018,Louisville,ACC,1/22,4.0,4,1
2018,Mississippi State,SEC,1/22,2.0,2,1
2018,Notre Dame,ACC,1/22,5.0,5,1
2018,Oregon,Pac-12,1/22,7.0,7,1
2018,South Carolina,SEC,1/22,9.0,9,1
2018,Texas,Big 12,1/22,6.0,6,1
2018,UCLA,Pac-12,1/22,13.0,13,1
2018,Ohio State,Big Ten,1/22,12.0,12,1
2018,Florida State,ACC,1/22,8.0,8,1
2018,Tennessee,SEC,1/22,10.0,10,1
2018,Oregon State,Pac-12,1/22,17.0,17,1
2018,Texas A&M,SEC,1/22,15.0,15,1
2018,Maryland,Big Ten,1/22,14.0,14,1
2018,Missouri,SEC,1/22,11.0,11,1
2018,Georgia,SEC,1/22,21.0,21,1
2018,Duke,ACC,1/22,18.0,18,1
2018,Green Bay,Horizon,1/22,22.0,22,1
2018,Oklahoma State,Big 12,1/22,19.0,19,1
2018,Michigan,Big Ten,1/22,16.0,16,1
2018,TCU,Big 12,1/22,24.0,24,1
2018,Arizona State,Pac-12,1/22,25.0,25,1
2018,West Virginia,Big 12,1/22,20.0,20,1
2018,California,Pac-12,1/22,23.0,23,1
2018,UConn,AAC,1/29,1.0,1,1
2018,Baylor,Big 12,1/29,3.0,3,1
2018,Louisville,ACC,1/29,4.0,4,1
2018,Mississippi State,SEC,1/29,2.0,2,1
2018,Notre Dame,ACC,1/29,5.0,5,1
2018,Oregon,Pac-12,1/29,6.0,6,1
2018,South Carolina,SEC,1/29,7.0,7,1
2018,Texas,Big 12,1/29,8.0,8,1
2018,UCLA,Pac-12,1/29,9.0,9,1
2018,Ohio State,Big Ten,1/29,18.0,18,1
2018,Florida State,ACC,1/29,10.0,10,1
2018,Tennessee,SEC,1/29,12.0,12,1
2018,Oregon State,Pac-12,1/29,16.0,16,1
2018,Texas A&M,SEC,1/29,14.0,14,1
2018,Stanford,Pac-12,1/29,24.0,24,1
2018,Maryland,Big Ten,1/29,11.0,11,1
2018,Missouri,SEC,1/29,15.0,15,1
2018,Georgia,SEC,1/29,17.0,17,1
2018,Duke,ACC,1/29,19.0,19,1
2018,Green Bay,Horizon,1/29,20.0,20,1
2018,Oklahoma State,Big 12,1/29,23.0,23,1
2018,Michigan,Big Ten,1/29,13.0,13,1
2018,TCU,Big 12,1/29,22.0,22,1
2018,West Virginia,Big 12,1/29,21.0,21,1
2018,California,Pac-12,1/29,25.0,25,1
2018,UConn,AAC,2/5,1.0,1,1
2018,Baylor,Big 12,2/5,3.0,3,1
2018,Louisville,ACC,2/5,4.0,4,1
2018,Mississippi State,SEC,2/5,2.0,2,1
2018,Notre Dame,ACC,2/5,5.0,5,1
2018,Oregon,Pac-12,2/5,9.0,9,1
2018,South Carolina,SEC,2/5,7.0,7,1
2018,Texas,Big 12,2/5,6.0,6,1
2018,UCLA,Pac-12,2/5,8.0,8,1
2018,Ohio State,Big Ten,2/5,13.0,13,1
2018,Florida State,ACC,2/5,12.0,12,1
2018,Tennessee,SEC,2/5,11.0,11,1
2018,Oregon State,Pac-12,2/5,16.0,16,1
2018,Texas A&M,SEC,2/5,14.0,14,1
2018,Stanford,Pac-12,2/5,17.0,17,1
2018,Maryland,Big Ten,2/5,10.0,10,1
2018,Missouri,SEC,2/5,15.0,15,1
2018,Georgia,SEC,2/5,18.0,18,1
2018,Duke,ACC,2/5,19.0,19,1
2018,NC State,ACC,2/5,23.0,23,1
2018,Green Bay,Horizon,2/5,20.0,20,1
2018,Oklahoma State,Big 12,2/5,22.0,22,1
2018,Michigan,Big Ten,2/5,21.0,21,1
2018,TCU,Big 12,2/5,24.0,24,1
2018,Arizona State,Pac-12,2/5,25.0,25,1
2018,UConn,AAC,2/12,1.0,1,1
2018,Baylor,Big 12,2/12,3.0,3,1
2018,Louisville,ACC,2/12,4.0,4,1
2018,Mississippi State,SEC,2/12,2.0,2,1
2018,Notre Dame,ACC,2/12,5.0,5,1
2018,Oregon,Pac-12,2/12,9.0,9,1
2018,South Carolina,SEC,2/12,8.0,8,1
2018,Texas,Big 12,2/12,6.0,6,1
2018,UCLA,Pac-12,2/12,7.0,7,1
2018,Ohio State,Big Ten,2/12,16.0,16,1
2018,Florida State,ACC,2/12,12.0,12,1
2018,Tennessee,SEC,2/12,11.0,11,1
2018,Oregon State,Pac-12,2/12,15.0,15,1
2018,Texas A&M,SEC,2/12,17.0,17,1
2018,Stanford,Pac-12,2/12,14.0,14,1
2018,Maryland,Big Ten,2/12,10.0,10,1
2018,Missouri,SEC,2/12,13.0,13,1
2018,Georgia,SEC,2/12,20.0,20,1
2018,South Florida,AAC,2/12,22.0,22,1
2018,Duke,ACC,2/12,17.0,17,1
2018,NC State,ACC,2/12,25.0,25,1
2018,Green Bay,Horizon,2/12,19.0,19,1
2018,Belmont,OVC,2/12,24.0,24,1
2018,Oklahoma State,Big 12,2/12,21.0,21,1
2018,Michigan,Big Ten,2/12,23.0,23,1
2018,UConn,AAC,2/19,1.0,1,1
2018,Baylor,Big 12,2/19,3.0,3,1
2018,Louisville,ACC,2/19,4.0,4,1
2018,Mississippi State,SEC,2/19,2.0,2,1
2018,Notre Dame,ACC,2/19,5.0,5,1
2018,Oregon,Pac-12,2/19,8.0,8,1
2018,South Carolina,SEC,2/19,7.0,7,1
2018,Texas,Big 12,2/19,6.0,6,1
2018,UCLA,Pac-12,2/19,10.0,10,1
2018,Ohio State,Big Ten,2/19,14.0,14,1
2018,Florida State,ACC,2/19,9.0,9,1
2018,Tennessee,SEC,2/19,15.0,15,1
2018,Oregon State,Pac-12,2/19,12.0,12,1
2018,Texas A&M,SEC,2/19,17.0,17,1
2018,Stanford,Pac-12,2/19,16.0,16,1
2018,Maryland,Big Ten,2/19,13.0,13,1
2018,Missouri,SEC,2/19,11.0,11,1
2018,Georgia,SEC,2/19,19.0,19,1
2018,South Florida,AAC,2/19,18.0,18,1
2018,Duke,ACC,2/19,20.0,20,1
2018,NC State,ACC,2/19,21.0,21,1
2018,Green Bay,Horizon,2/19,22.0,22,1
2018,Belmont,OVC,2/19,23.0,23,1
2018,LSU,SEC,2/19,24.0,24,1
2018,Oklahoma State,Big 12,2/19,25.0,25,1
2018,UConn,AAC,2/26,1.0,1,1
2018,Baylor,Big 12,2/26,3.0,3,1
2018,Louisville,ACC,2/26,4.0,4,1
2018,Mississippi State,SEC,2/26,2.0,2,1
2018,Notre Dame,ACC,2/26,5.0,5,1
2018,Oregon,Pac-12,2/26,6.0,6,1
2018,South Carolina,SEC,2/26,8.0,8,1
2018,Texas,Big 12,2/26,7.0,7,1
2018,UCLA,Pac-12,2/26,9.0,9,1
2018,Ohio State,Big Ten,2/26,13.0,13,1
2018,Florida State,ACC,2/26,11.0,11,1
2018,Tennessee,SEC,2/26,12.0,12,1
2018,Oregon State,Pac-12,2/26,10.0,10,1
2018,Texas A&M,SEC,2/26,15.0,15,1
2018,Stanford,Pac-12,2/26,16.0,16,1
2018,Maryland,Big Ten,2/26,17.0,17,1
2018,Missouri,SEC,2/26,14.0,14,1
2018,Georgia,SEC,2/26,19.0,19,1
2018,South Florida,AAC,2/26,20.0,20,1
2018,Duke,ACC,2/26,18.0,18,1
2018,NC State,ACC,2/26,23.0,23,1
2018,Green Bay,Horizon,2/26,21.0,21,1
2018,Belmont,OVC,2/26,22.0,22,1
2018,LSU,SEC,2/26,24.0,24,1
2018,Mercer,Southern,2/26,25.0,25,1
2018,UConn,AAC,Final,1.0,1,1
2018,Baylor,Big 12,Final,2.0,2,1
2018,Louisville,ACC,Final,3.0,3,1
2018,Mississippi State,SEC,Final,4.0,4,1
2018,Notre Dame,ACC,Final,5.0,5,1
2018,Oregon,Pac-12,Final,6.0,6,1
2018,South Carolina,SEC,Final,7.0,7,1
2018,Texas,Big 12,Final,8.0,8,1
2018,UCLA,Pac-12,Final,9.0,9,1
2018,Ohio State,Big Ten,Final,10.0,10,1
2018,Florida State,ACC,Final,11.0,11,1
2018,Tennessee,SEC,Final,12.0,12,1
2018,Oregon State,Pac-12,Final,13.0,13,1
2018,Texas A&M,SEC,Final,14.0,14,1
2018,Stanford,Pac-12,Final,15.0,15,1
