year,team,conference,poll_week,rank,rank_numeric,table_id
2018,Maryland,Big Ten,Final,16.0,16,1
2018,Missouri,SEC,Final,17.0,17,1
2018,Georgia,SEC,Final,18.0,18,1
2018,South Florida,AAC,Final,19.0,19,1
2018,Duke,ACC,Final,20.0,20,1
2018,NC State,ACC,Final,21.0,21,1
2018,Green Bay,Horizon,Final,22.0,22,1
2018,Belmont,OVC,Final,23.0,23,1
2018,LSU,SEC,Final,24.0,24,1
2018,Mercer,Southern,Final,25.0,25,1
2018,UConn,AAC,3/5,1.0,1,1
2018,Baylor,Big 12,3/5,2.0,2,1
2018,Louisville,ACC,3/5,3.0,3,1
2018,Mississippi State,SEC,3/5,4.0,4,1
2018,Notre Dame,ACC,3/5,5.0,5,1
2018,Oregon,Pac-12,3/5,6.0,6,1
2018,South Carolina,SEC,3/5,7.0,7,1
2018,Texas,Big 12,3/5,8.0,8,1
2018,UCLA,Pac-12,3/5,9.0,9,1
2018,Ohio State,Big Ten,3/5,10.0,10,1
2018,Florida State,ACC,3/5,11.0,11,1
2018,Tennessee,SEC,3/5,12.0,12,1
2018,Oregon State,Pac-12,3/5,13.0,13,1
2018,Texas A&M,SEC,3/5,14.0,14,1
2018,Stanford,Pac-12,3/5,15.0,15,1
2018,Maryland,Big Ten,3/5,17.0,17,1
2018,Missouri,SEC,3/5,16.0,16,1
2018,Georgia,SEC,3/5,18.0,18,1
2018,South Florida,AAC,3/5,19.0,19,1
2018,Duke,ACC,3/5,20.0,20,1
2018,NC State,ACC,3/5,21.0,21,1
2018,Green Bay,Horizon,3/5,22.0,22,1
2018,Belmont,OVC,3/5,23.0,23,1
2018,LSU,SEC,3/5,24.0,24,1
2018,Mercer,Southern,3/5,25.0,25,1
2019,Baylor,Big 12,Pre,4.0,4,1
2019,UConn,AAC,Pre,2.0,2,1
2019,Notre Dame,ACC,Pre,1.0,1,1
2019,Mississippi State,SEC,Pre,6.0,6,1
2019,Louisville,ACC,Pre,5.0,5,1
2019,Stanford,Pac-12,Pre,7.0,7,1
2019,Oregon,Pac-12,Pre,3.0,3,1
2019,Iowa,Big Ten,Pre,13.0,13,1
2019,Maryland,Big Ten,Pre,9.0,9,1
2019,NC State,ACC,Pre,17.0,17,1
2019,Oregon State,Pac-12,Pre,8.0,8,1
2019,Marquette,Big East,Pre,19.0,19,1
2019,Syracuse,ACC,Pre,18.0,18,1
2019,South Carolina,SEC,Pre,10.0,10,1
2019,Texas A&M,SEC,Pre,20.0,20,1
2019,Miami (FL),ACC,Pre,25.0,25,1
2019,Texas,Big 12,Pre,11.0,11,1
2019,Arizona State,Pac-12,Pre,23.0,23,1
2019,Missouri,SEC,Pre,16.0,16,1
2019,Tennessee,SEC,Pre,11.0,11,1
2019,California,Pac-12,Pre,24.0,24,1
2019,DePaul,Big East,Pre,15.0,15,1
2019,South Florida,AAC,Pre,22.0,22,1
2019,Georgia,SEC,Pre,14.0,14,1
2019,Duke,ACC,Pre,21.0,21,1
2019,Baylor,Big 12,3/4,1.0,1,1
2019,UConn,AAC,3/4,2.0,2,1
2019,Notre Dame,ACC,3/4,4.0,4,1
2019,Mississippi State,SEC,3/4,5.0,5,1
2019,Louisville,ACC,3/4,3.0,3,1
2019,Stanford,Pac-12,3/4,7.0,7,1
2019,Oregon,Pac-12,3/4,6.0,6,1
2019,Iowa,Big Ten,3/4,10.0,10,1
2019,Maryland,Big Ten,3/4,8.0,8,1
2019,NC State,ACC,3/4,9.0,9,1
2019,Oregon State,Pac-12,3/4,11.0,11,1
2019,Gonzaga,WCC,3/4,14.0,14,1
2019,Marquette,Big East,3/4,17.0,17,1
2019,Iowa State,Big 12,3/4,19.0,19,1
2019,Syracuse,ACC,3/4,18.0,18,1
2019,South Carolina,SEC,3/4,12.0,12,1
2019,Texas A&M,SEC,3/4,15.0,15,1
2019,Kentucky,SEC,3/4,13.0,13,1
2019,Miami (FL),ACC,3/4,16.0,16,1
2019,UCLA,Pac-12,3/4,25.0,25,1
2019,Drake,MVC,3/4,22.0,22,1
2019,Texas,Big 12,3/4,21.0,21,1
2019,Arizona State,Pac-12,3/4,20.0,20,1
2019,Rice,CUSA,3/4,24.0,24,1
2019,Florida State,ACC,3/4,22.0,22,1
2019,Baylor,Big 12,Final,1.0,1,1
2019,UConn,AAC,Final,2.0,2,1
2019,Notre Dame,ACC,Final,3.0,3,1
2019,Mississippi State,SEC,Final,4.0,4,1
2019,Louisville,ACC,Final,5.0,5,1
2019,Stanford,Pac-12,Final,6.0,6,1
2019,Oregon,Pac-12,Final,7.0,7,1
2019,Iowa,Big Ten,Final,8.0,8,1
2019,Maryland,Big Ten,Final,9.0,9,1
2019,NC State,ACC,Final,10.0,10,1
2019,Oregon State,Pac-12,Final,11.0,11,1
2019,Gonzaga,WCC,Final,12.0,12,1
2019,Marquette,Big East,Final,13.0,13,1
2019,Iowa State,Big 12,Final,13.0,13,1
2019,Syracuse,ACC,Final,15.0,15,1
2019,South Carolina,SEC,Final,16.0,16,1
2019,Texas A&M,SEC,Final,17.0,17,1
2019,Kentucky,SEC,Final,18.0,18,1
2019,Miami (FL),ACC,Final,19.0,19,1
2019,UCLA,Pac-12,Final,20.0,20,1
2019,Drake,MVC,Final,21.0,21,1
2019,Texas,Big 12,Final,22.0,22,1
2019,Arizona State,Pac-12,Final,23.0,23,1
2019,Rice,CUSA,Final,24.0,24,1
2019,Florida State,ACC,Final,25.0,25,1
2019,Baylor,Big 12,11/12,4.0,4,1
2019,UConn,AAC,11/12,2.0,2,1
2019,Notre Dame,ACC,11/12,1.0,1,1
2019,Mississippi State,SEC,11/12,6.0,6,1
2019,Louisville,ACC,11/12,5.0,5,1
2019,Stanford,Pac-12,11/12,7.0,7,1
2019,Oregon,Pac-12,11/12,3.0,3,1
2019,Iowa,Big Ten,11/12,13.0,13,1
2019,Maryland,Big Ten,11/12,9.0,9,1
2019,NC State,ACC,11/12,17.0,17,1
2019,Oregon State,Pac-12,11/12,8.0,8,1
2019,Marquette,Big East,11/12,19.0,19,1
2019,Syracuse,ACC,11/12,18.0,18,1
2019,South Carolina,SEC,11/12,10.0,10,1
2019,Texas A&M,SEC,11/12,20.0,20,1
2019,Miami (FL),ACC,11/12,24.0,24,1
2019,Texas,Big 12,11/12,11.0,11,1
2019,Arizona State,Pac-12,11/12,22.0,22,1
2019,Missouri,SEC,11/12,16.0,16,1
2019,Tennessee,SEC,11/12,12.0,12,1
2019,Minnesota,Big Ten,11/12,25.0,25,1
2019,California,Pac-12,11/12,23.0,23,1
2019,DePaul,Big East,11/12,15.0,15,1
2019,South Florida,AAC,11/12,21.0,21,1
2019,Georgia,SEC,11/12,14.0,14,1
2019,Baylor,Big 12,11/19,4.0,4,1
2019,UConn,AAC,11/19,2.0,2,1
2019,Notre Dame,ACC,11/19,1.0,1,1
2019,Mississippi State,SEC,11/19,6.0,6,1
2019,Louisville,ACC,11/19,5.0,5,1
2019,Stanford,Pac-12,11/19,8.0,8,1
2019,Oregon,Pac-12,11/19,3.0,3,1
2019,Iowa,Big Ten,11/19,12.0,12,1
2019,Maryland,Big Ten,11/19,7.0,7,1
2019,NC State,ACC,11/19,15.0,15,1
2019,Oregon State,Pac-12,11/19,9.0,9,1
2019,Marquette,Big East,11/19,22.0,22,1
2019,Syracuse,ACC,11/19,14.0,14,1
2019,South Carolina,SEC,11/19,13.0,13,1
2019,Texas A&M,SEC,11/19,20.0,20,1
2019,Miami (FL),ACC,11/19,24.0,24,1
2019,Texas,Big 12,11/19,10.0,10,1
2019,Arizona State,Pac-12,11/19,19.0,19,1
2019,Missouri,SEC,11/19,21.0,21,1
2019,Tennessee,SEC,11/19,11.0,11,1
2019,Minnesota,Big Ten,11/19,23.0,23,1
2019,California,Pac-12,11/19,18.0,18,1
2019,DePaul,Big East,11/19,16.0,16,1
2019,South Florida,AAC,11/19,17.0,17,1
2019,West Virginia,Big 12,11/19,25.0,25,1
2019,Baylor,Big 12,11/26,4.0,4,1
2019,UConn,AAC,11/26,2.0,2,1
2019,Notre Dame,ACC,11/26,1.0,1,1
2019,Mississippi State,SEC,11/26,6.0,6,1
2019,Louisville,ACC,11/26,5.0,5,1
2019,Stanford,Pac-12,11/26,8.0,8,1
2019,Oregon,Pac-12,11/26,3.0,3,1
2019,Iowa,Big Ten,11/26,14.0,14,1
2019,Maryland,Big Ten,11/26,7.0,7,1
2019,NC State,ACC,11/26,13.0,13,1
2019,Oregon State,Pac-12,11/26,9.0,9,1
2019,Marquette,Big East,11/26,22.0,22,1
2019,Iowa State,Big 12,11/26,23.0,23,1
2019,Syracuse,ACC,11/26,12.0,12,1
2019,South Carolina,SEC,11/26,18.0,18,1
2019,Texas A&M,SEC,11/26,17.0,17,1
2019,Kentucky,SEC,11/26,25.0,25,1
2019,Miami (FL),ACC,11/26,21.0,21,1
2019,Drake,MVC,11/26,24.0,24,1
2019,Texas,Big 12,11/26,10.0,10,1
2019,Arizona State,Pac-12,11/26,19.0,19,1
2019,Tennessee,SEC,11/26,11.0,11,1
2019,Minnesota,Big Ten,11/26,20.0,20,1
2019,California,Pac-12,11/26,15.0,15,1
2019,DePaul,Big East,11/26,16.0,16,1
2019,Baylor,Big 12,12/3,4.0,4,1
2019,UConn,AAC,12/3,1.0,1,1
2019,Notre Dame,ACC,12/3,2.0,2,1
2019,Mississippi State,SEC,12/3,6.0,6,1
2019,Louisville,ACC,12/3,5.0,5,1
2019,Stanford,Pac-12,12/3,11.0,11,1
2019,Oregon,Pac-12,12/3,3.0,3,1
2019,Iowa,Big Ten,12/3,16.0,16,1
2019,Maryland,Big Ten,12/3,7.0,7,1
2019,NC State,ACC,12/3,10.0,10,1
2019,Oregon State,Pac-12,12/3,8.0,8,1
2019,Gonzaga,WCC,12/3,24.0,24,1
2019,Marquette,Big East,12/3,18.0,18,1
2019,Syracuse,ACC,12/3,15.0,15,1
2019,South Carolina,SEC,12/3,22.0,22,1
2019,Kentucky,SEC,12/3,19.0,19,1
2019,Miami (FL),ACC,12/3,25.0,25,1
2019,Drake,MVC,12/3,21.0,21,1
2019,Texas,Big 12,12/3,12.0,12,1
2019,Arizona State,Pac-12,12/3,17.0,17,1
2019,Missouri,SEC,12/3,23.0,23,1
2019,Tennessee,SEC,12/3,9.0,9,1
2019,Minnesota,Big Ten,12/3,14.0,14,1
2019,California,Pac-12,12/3,13.0,13,1
2019,DePaul,Big East,12/3,20.0,20,1
2019,Baylor,Big 12,12/10,3.0,3,1
2019,UConn,AAC,12/10,1.0,1,1
2019,Notre Dame,ACC,12/10,2.0,2,1
2019,Mississippi State,SEC,12/10,5.0,5,1
2019,Louisville,ACC,12/10,4.0,4,1
2019,Stanford,Pac-12,12/10,11.0,11,1
2019,Oregon,Pac-12,12/10,7.0,7,1
2019,Iowa,Big Ten,12/10,16.0,16,1
2019,Maryland,Big Ten,12/10,6.0,6,1
2019,NC State,ACC,12/10,10.0,10,1
2019,Oregon State,Pac-12,12/10,8.0,8,1
2019,Gonzaga,WCC,12/10,21.0,21,1
2019,Marquette,Big East,12/10,19.0,19,1
2019,Syracuse,ACC,12/10,15.0,15,1
2019,South Carolina,SEC,12/10,25.0,25,1
2019,Kentucky,SEC,12/10,18.0,18,1
2019,Miami (FL),ACC,12/10,24.0,24,1
2019,Texas,Big 12,12/10,12.0,12,1
2019,Arizona State,Pac-12,12/10,17.0,17,1
2019,Michigan State,Big Ten,12/10,23.0,23,1
2019,Missouri,SEC,12/10,22.0,22,1
2019,Tennessee,SEC,12/10,9.0,9,1
2019,Minnesota,Big Ten,12/10,13.0,13,1
2019,California,Pac-12,12/10,13.0,13,1
2019,DePaul,Big East,12/10,20.0,20,1
2019,Baylor,Big 12,12/17,6.0,6,1
2019,UConn,AAC,12/17,1.0,1,1
2019,Notre Dame,ACC,12/17,2.0,2,1
2019,Mississippi State,SEC,12/17,4.0,4,1
2019,Louisville,ACC,12/17,3.0,3,1
2019,Stanford,Pac-12,12/17,8.0,8,1
2019,Oregon,Pac-12,12/17,7.0,7,1
2019,Iowa,Big Ten,12/17,16.0,16,1
2019,Maryland,Big Ten,12/17,5.0,5,1
2019,NC State,ACC,12/17,10.0,10,1
2019,Oregon State,Pac-12,12/17,11.0,11,1
2019,Gonzaga,WCC,12/17,21.0,21,1
2019,Marquette,Big East,12/17,19.0,19,1
2019,Syracuse,ACC,12/17,15.0,15,1
2019,South Carolina,SEC,12/17,25.0,25,1
2019,Texas A&M,SEC,12/17,23.0,23,1
2019,Kentucky,SEC,12/17,18.0,18,1
2019,Miami (FL),ACC,12/17,24.0,24,1
2019,Texas,Big 12,12/17,12.0,12,1
2019,Arizona State,Pac-12,12/17,17.0,17,1
2019,Michigan State,Big Ten,12/17,22.0,22,1
2019,Tennessee,SEC,12/17,9.0,9,1
2019,Minnesota,Big Ten,12/17,13.0,13,1
2019,California,Pac-12,12/17,14.0,14,1
2019,DePaul,Big East,12/17,20.0,20,1
2019,Baylor,Big 12,12/24,7.0,7,1
2019,UConn,AAC,12/24,1.0,1,1
2019,Notre Dame,ACC,12/24,2.0,2,1
2019,Mississippi State,SEC,12/24,8.0,8,1
2019,Louisville,ACC,12/24,3.0,3,1
2019,Stanford,Pac-12,12/24,6.0,6,1
2019,Oregon,Pac-12,12/24,5.0,5,1
2019,Iowa,Big Ten,12/24,16.0,16,1
2019,Maryland,Big Ten,12/24,4.0,4,1
2019,NC State,ACC,12/24,9.0,9,1
2019,Oregon State,Pac-12,12/24,11.0,11,1
2019,Gonzaga,WCC,12/24,20.0,20,1
2019,Marquette,Big East,12/24,22.0,22,1
2019,Syracuse,ACC,12/24,15.0,15,1
2019,South Carolina,SEC,12/24,25.0,25,1
2019,Texas A&M,SEC,12/24,23.0,23,1
2019,Kentucky,SEC,12/24,18.0,18,1
2019,Miami (FL),ACC,12/24,24.0,24,1
2019,Texas,Big 12,12/24,13.0,13,1
2019,Arizona State,Pac-12,12/24,17.0,17,1
2019,Michigan State,Big Ten,12/24,21.0,21,1
2019,Tennessee,SEC,12/24,10.0,10,1
2019,Minnesota,Big Ten,12/24,12.0,12,1
2019,California,Pac-12,12/24,14.0,14,1
2019,DePaul,Big East,12/24,19.0,19,1
2019,Baylor,Big 12,12/31,8.0,8,1
2019,UConn,AAC,12/31,1.0,1,1
2019,Notre Dame,ACC,12/31,2.0,2,1
2019,Mississippi State,SEC,12/31,7.0,7,1
2019,Louisville,ACC,12/31,3.0,3,1
2019,Stanford,Pac-12,12/31,6.0,6,1
2019,Oregon,Pac-12,12/31,5.0,5,1
2019,Iowa,Big Ten,12/31,19.0,19,1
2019,Maryland,Big Ten,12/31,4.0,4,1
2019,NC State,ACC,12/31,9.0,9,1
2019,Oregon State,Pac-12,12/31,11.0,11,1
2019,Gonzaga,WCC,12/31,17.0,17,1
2019,Marquette,Big East,12/31,20.0,20,1
2019,Iowa State,Big 12,12/31,25.0,25,1
2019,Syracuse,ACC,12/31,14.0,14,1
2019,South Carolina,SEC,12/31,23.0,23,1
2019,Texas A&M,SEC,12/31,21.0,21,1
2019,Kentucky,SEC,12/31,16.0,16,1
2019,Texas,Big 12,12/31,13.0,13,1
2019,Arizona State,Pac-12,12/31,22.0,22,1
2019,Michigan State,Big Ten,12/31,15.0,15,1
2019,Tennessee,SEC,12/31,10.0,10,1
2019,Minnesota,Big Ten,12/31,12.0,12,1
2019,California,Pac-12,12/31,18.0,18,1
2019,DePaul,Big East,12/31,24.0,24,1
2019,Baylor,Big 12,1/7,4.0,4,1
2019,UConn,AAC,1/7,3.0,3,1
2019,Notre Dame,ACC,1/7,1.0,1,1
2019,Mississippi State,SEC,1/7,7.0,7,1
2019,Louisville,ACC,1/7,2.0,2,1
2019,Stanford,Pac-12,1/7,6.0,6,1
2019,Oregon,Pac-12,1/7,5.0,5,1
2019,Iowa,Big Ten,1/7,17.0,17,1
2019,Maryland,Big Ten,1/7,9.0,9,1
2019,NC State,ACC,1/7,8.0,8,1
2019,Oregon State,Pac-12,1/7,10.0,10,1
2019,Gonzaga,WCC,1/7,14.0,14,1
2019,Marquette,Big East,1/7,15.0,15,1
2019,Iowa State,Big 12,1/7,20.0,20,1
2019,Syracuse,ACC,1/7,12.0,12,1
2019,South Carolina,SEC,1/7,21.0,21,1
2019,Kentucky,SEC,1/7,16.0,16,1
2019,Texas,Big 12,1/7,11.0,11,1
2019,Arizona State,Pac-12,1/7,19.0,19,1
2019,Florida State,ACC,1/7,22.0,22,1
2019,Michigan State,Big Ten,1/7,23.0,23,1
2019,Tennessee,SEC,1/7,13.0,13,1
2019,Minnesota,Big Ten,1/7,18.0,18,1
2019,Indiana,Big Ten,1/7,25.0,25,1
2019,California,Pac-12,1/7,24.0,24,1
2019,DePaul,Big East,1/7,24.0,24,1
2019,Baylor,Big 12,1/14,2.0,2,1
2019,UConn,AAC,1/14,2.0,2,1
2019,Notre Dame,ACC,1/14,1.0,1,1
2019,Mississippi State,SEC,1/14,7.0,7,1
2019,Louisville,ACC,1/14,4.0,4,1
2019,Stanford,Pac-12,1/14,6.0,6,1
2019,Oregon,Pac-12,1/14,5.0,5,1
2019,Iowa,Big Ten,1/14,22.0,22,1
2019,Maryland,Big Ten,1/14,9.0,9,1
2019,NC State,ACC,1/14,8.0,8,1
2019,Oregon State,Pac-12,1/14,10.0,10,1
2019,Gonzaga,WCC,1/14,13.0,13,1
2019,Marquette,Big East,1/14,14.0,14,1
2019,Iowa State,Big 12,1/14,18.0,18,1
2019,Syracuse,ACC,1/14,12.0,12,1
2019,South Carolina,SEC,1/14,15.0,15,1
2019,Kentucky,SEC,1/14,16.0,16,1
2019,Texas,Big 12,1/14,11.0,11,1
2019,Arizona State,Pac-12,1/14,19.0,19,1
2019,Rutgers,Big Ten,1/14,20.0,20,1
2019,Michigan State,Big Ten,1/14,17.0,17,1
2019,Tennessee,SEC,1/14,20.0,20,1
2019,Minnesota,Big Ten,1/14,23.0,23,1
2019,Indiana,Big Ten,1/14,25.0,25,1
2019,Baylor,Big 12,1/21,2.0,2,1
2019,UConn,AAC,1/21,3.0,3,1
2019,Notre Dame,ACC,1/21,1.0,1,1
2019,Mississippi State,SEC,1/21,7.0,7,1
2019,Louisville,ACC,1/21,4.0,4,1
2019,Stanford,Pac-12,1/21,6.0,6,1
2019,Oregon,Pac-12,1/21,5.0,5,1
2019,Iowa,Big Ten,1/21,17.0,17,1
2019,Maryland,Big Ten,1/21,11.0,11,1
2019,NC State,ACC,1/21,8.0,8,1
2019,Oregon State,Pac-12,1/21,9.0,9,1
2019,Gonzaga,WCC,1/21,18.0,18,1
2019,Marquette,Big East,1/21,10.0,10,1
2019,Iowa State,Big 12,1/21,20.0,20,1
2019,Syracuse,ACC,1/21,13.0,13,1
2019,South Carolina,SEC,1/21,19.0,19,1
2019,Texas A&M,SEC,1/21,24.0,24,1
2019,Kentucky,SEC,1/21,15.0,15,1
2019,Texas,Big 12,1/21,12.0,12,1
2019,Arizona State,Pac-12,1/21,16.0,16,1
2019,Florida State,ACC,1/21,22.0,22,1
2019,Rutgers,Big Ten,1/21,14.0,14,1
2019,Michigan State,Big Ten,1/21,23.0,23,1
2019,Utah,Pac-12,1/21,21.0,21,1
2019,Missouri,SEC,1/21,25.0,25,1
2019,Baylor,Big 12,1/28,1.0,1,1
2019,UConn,AAC,1/28,2.0,2,1
2019,Notre Dame,ACC,1/28,5.0,5,1
2019,Mississippi State,SEC,1/28,6.0,6,1
2019,Louisville,ACC,1/28,3.0,3,1
2019,Stanford,Pac-12,1/28,8.0,8,1
2019,Oregon,Pac-12,1/28,4.0,4,1
2019,Iowa,Big Ten,1/28,13.0,13,1
2019,Maryland,Big Ten,1/28,11.0,11,1
2019,NC State,ACC,1/28,7.0,7,1
2019,Oregon State,Pac-12,1/28,9.0,9,1
2019,Gonzaga,WCC,1/28,15.0,15,1
2019,Marquette,Big East,1/28,10.0,10,1
2019,Iowa State,Big 12,1/28,23.0,23,1
2019,Syracuse,ACC,1/28,18.0,18,1
2019,South Carolina,SEC,1/28,16.0,16,1
2019,Texas A&M,SEC,1/28,20.0,20,1
2019,Kentucky,SEC,1/28,19.0,19,1
2019,Texas,Big 12,1/28,12.0,12,1
2019,Arizona State,Pac-12,1/28,21.0,21,1
2019,Florida State,ACC,1/28,24.0,24,1
2019,Rutgers,Big Ten,1/28,17.0,17,1
2019,Michigan State,Big Ten,1/28,22.0,22,1
2019,Utah,Pac-12,1/28,14.0,14,1
2019,BYU,WCC,1/28,25.0,25,1
2019,Baylor,Big 12,2/4,1.0,1,1
2019,UConn,AAC,2/4,5.0,5,1
2019,Notre Dame,ACC,2/4,4.0,4,1
2019,Mississippi State,SEC,2/4,6.0,6,1
2019,Louisville,ACC,2/4,2.0,2,1
2019,Stanford,Pac-12,2/4,11.0,11,1
2019,Oregon,Pac-12,2/4,3.0,3,1
2019,Iowa,Big Ten,2/4,16.0,16,1
2019,Maryland,Big Ten,2/4,10.0,10,1
2019,NC State,ACC,2/4,9.0,9,1
2019,Oregon State,Pac-12,2/4,7.0,7,1
2019,Gonzaga,WCC,2/4,13.0,13,1
2019,Marquette,Big East,2/4,8.0,8,1
2019,Iowa State,Big 12,2/4,22.0,22,1
2019,Syracuse,ACC,2/4,15.0,15,1
2019,South Carolina,SEC,2/4,12.0,12,1
2019,Texas A&M,SEC,2/4,18.0,18,1
2019,Kentucky,SEC,2/4,19.0,19,1
2019,Miami (FL),ACC,2/4,25.0,25,1
2019,Texas,Big 12,2/4,14.0,14,1
2019,Arizona State,Pac-12,2/4,20.0,20,1
2019,Florida State,ACC,2/4,24.0,24,1
2019,Rutgers,Big Ten,2/4,20.0,20,1
2019,Michigan State,Big Ten,2/4,23.0,23,1
2019,Utah,Pac-12,2/4,17.0,17,1
2019,Baylor,Big 12,2/11,1.0,1,1
2019,UConn,AAC,2/11,4.0,4,1
2019,Notre Dame,ACC,2/11,6.0,6,1
2019,Mississippi State,SEC,2/11,5.0,5,1
2019,Louisville,ACC,2/11,2.0,2,1
2019,Stanford,Pac-12,2/11,10.0,10,1
2019,Oregon,Pac-12,2/11,3.0,3,1
2019,Iowa,Big Ten,2/11,14.0,14,1
2019,Maryland,Big Ten,2/11,7.0,7,1
2019,NC State,ACC,2/11,12.0,12,1
2019,Oregon State,Pac-12,2/11,9.0,9,1
2019,Gonzaga,WCC,2/11,13.0,13,1
2019,Marquette,Big East,2/11,8.0,8,1
2019,Iowa State,Big 12,2/11,18.0,18,1
2019,Syracuse,ACC,2/11,16.0,16,1
2019,South Carolina,SEC,2/11,11.0,11,1
2019,Texas A&M,SEC,2/11,22.0,22,1
2019,Kentucky,SEC,2/11,17.0,17,1
2019,Miami (FL),ACC,2/11,20.0,20,1
2019,Texas,Big 12,2/11,15.0,15,1
2019,Arizona State,Pac-12,2/11,19.0,19,1
2019,Florida State,ACC,2/11,21.0,21,1
2019,South Dakota,Summit,2/11,25.0,25,1
2019,Rutgers,Big Ten,2/11,23.0,23,1
2019,Michigan State,Big Ten,2/11,24.0,24,1
2019,Baylor,Big 12,2/18,1.0,1,1
2019,UConn,AAC,2/18,3.0,3,1
2019,Notre Dame,ACC,2/18,5.0,5,1
2019,Mississippi State,SEC,2/18,6.0,6,1
2019,Louisville,ACC,2/18,4.0,4,1
2019,Stanford,Pac-12,2/18,7.0,7,1
2019,Oregon,Pac-12,2/18,2.0,2,1
2019,Iowa,Big Ten,2/18,10.0,10,1
2019,Maryland,Big Ten,2/18,8.0,8,1
2019,NC State,ACC,2/18,9.0,9,1
2019,Oregon State,Pac-12,2/18,12.0,12,1
2019,Gonzaga,WCC,2/18,15.0,15,1
2019,Marquette,Big East,2/18,11.0,11,1
2019,Iowa State,Big 12,2/18,20.0,20,1
2019,Syracuse,ACC,2/18,18.0,18,1
2019,South Carolina,SEC,2/18,13.0,13,1
2019,Texas A&M,SEC,2/18,21.0,21,1
2019,Kentucky,SEC,2/18,16.0,16,1
2019,Miami (FL),ACC,2/18,14.0,14,1
2019,Drake,MVC,2/18,24.0,24,1
2019,Texas,Big 12,2/18,19.0,19,1
2019,Arizona State,Pac-12,2/18,17.0,17,1
2019,Rice,CUSA,2/18,25.0,25,1
2019,Florida State,ACC,2/18,22.0,22,1
2019,South Dakota,Summit,2/18,23.0,23,1
2019,Baylor,Big 12,2/25,1.0,1,1
2019,UConn,AAC,2/25,2.0,2,1
2019,Notre Dame,ACC,2/25,4.0,4,1
2019,Mississippi State,SEC,2/25,5.0,5,1
2019,Louisville,ACC,2/25,3.0,3,1
2019,Stanford,Pac-12,2/25,7.0,7,1
2019,Oregon,Pac-12,2/25,6.0,6,1
2019,Iowa,Big Ten,2/25,12.0,12,1
2019,Maryland,Big Ten,2/25,8.0,8,1
2019,NC State,ACC,2/25,10.0,10,1
2019,Oregon State,Pac-12,2/25,9.0,9,1
2019,Gonzaga,WCC,2/25,16.0,16,1
2019,Marquette,Big East,2/25,13.0,13,1
2019,Iowa State,Big 12,2/25,20.0,20,1
2019,Syracuse,ACC,2/25,17.0,17,1
2019,South Carolina,SEC,2/25,14.0,14,1
2019,Texas A&M,SEC,2/25,19.0,19,1
2019,Kentucky,SEC,2/25,11.0,11,1
2019,Miami (FL),ACC,2/25,15.0,15,1
2019,UCLA,Pac-12,2/25,25.0,25,1
2019,Drake,MVC,2/25,23.0,23,1
2019,Texas,Big 12,2/25,18.0,18,1
2019,Arizona State,Pac-12,2/25,21.0,21,1
2019,Rice,CUSA,2/25,24.0,24,1
2019,Florida State,ACC,2/25,22.0,22,1
2020,South Carolina,SEC,Pre,8.0,8,1
2020,Oregon,Pac-12,Pre,1.0,1,1
2020,Baylor,Big 12,Pre,2.0,2,1
2020,Maryland,Big Ten,Pre,4.0,4,1
2020,UConn,AAC,Pre,5.0,5,1
2020,Louisville,ACC,Pre,9.0,9,1
2020,Stanford,Pac-12,Pre,3.0,3,1
2020,NC State,ACC,Pre,14.0,14,1
2020,Mississippi State,SEC,Pre,10.0,10,1
2020,UCLA,Pac-12,Pre,11.0,11,1
2020,Oregon State,Pac-12,Pre,7.0,7,1
2020,DePaul,Big East,Pre,18.0,18,1
2020,Kentucky,SEC,Pre,13.0,13,1
2020,Texas A&M,SEC,Pre,6.0,6,1
2020,Florida State,ACC,Pre,12.0,12,1
2020,Indiana,Big Ten,Pre,24.0,24,1
2020,Arkansas,SEC,Pre,22.0,22,1
2020,Arizona State,Pac-12,Pre,20.0,20,1
2020,Michigan,Big Ten,Pre,25.0,25,1
2020,Minnesota,Big Ten,Pre,23.0,23,1
2020,Texas,Big 12,Pre,15.0,15,1
2020,Miami (FL),ACC,Pre,18.0,18,1
2020,Michigan State,Big Ten,Pre,17.0,17,1
2020,Syracuse,ACC,Pre,21.0,21,1
2020,Notre Dame,ACC,Pre,16.0,16,1
2020,South Carolina,SEC,11/11,6.0,6,1
2020,Oregon,Pac-12,11/11,1.0,1,1
2020,Baylor,Big 12,11/11,2.0,2,1
2020,Maryland,Big Ten,11/11,8.0,8,1
2020,UConn,AAC,11/11,4.0,4,1
2020,Louisville,ACC,11/11,9.0,9,1
2020,Stanford,Pac-12,11/11,3.0,3,1
2020,NC State,ACC,11/11,14.0,14,1
2020,Mississippi State,SEC,11/11,10.0,10,1
2020,UCLA,Pac-12,11/11,11.0,11,1
2020,Oregon State,Pac-12,11/11,7.0,7,1
2020,DePaul,Big East,11/11,18.0,18,1
2020,Kentucky,SEC,11/11,13.0,13,1
2020,Texas A&M,SEC,11/11,5.0,5,1
2020,Florida State,ACC,11/11,12.0,12,1
2020,Indiana,Big Ten,11/11,21.0,21,1
2020,Arkansas,SEC,11/11,23.0,23,1
2020,Arizona State,Pac-12,11/11,19.0,19,1
2020,Minnesota,Big Ten,11/11,24.0,24,1
2020,Texas,Big 12,11/11,22.0,22,1
2020,Miami (FL),ACC,11/11,17.0,17,1
