season,team,conference,poll_week,week_number,rank,rank_numeric,prev_rank_numeric,rank_change,movement_category,weeks_in_top25,ranked_streak,team_identity,games_vs_top25,wins_vs_top25,losses_vs_top25,win_pct_vs_top25,run_date,table_id
2026,Iowa,Big Ten,2/9,13,15.0,15,10.0,-5.0,Falling,14,14,Steady,8,5,3,0.625,2026-02-10,2
2026,Iowa State,Big 12,Pre,0,14.0,14,,,Unknown,1,1,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,11/10,1,16.0,16,14.0,-2.0,Falling,2,2,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,11/17,2,12.0,12,16.0,4.0,Rising,3,3,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,11/24,3,10.0,10,12.0,2.0,Rising,4,4,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,12/1,4,10.0,10,10.0,0.0,Stable,5,5,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,12/8,5,10.0,10,10.0,0.0,Stable,6,6,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,12/15,6,10.0,10,10.0,0.0,Stable,7,7,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,12/22,7,10.0,10,10.0,0.0,Stable,8,8,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,1/5,8,11.0,11,10.0,-1.0,Falling,9,9,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,1/12,9,19.0,19,11.0,-8.0,Falling,10,10,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,1/19,10,,26,19.0,-7.0,Dropped,10,0,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,1/26,11,,26,26.0,0.0,Unranked,10,0,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,2/2,12,,26,26.0,0.0,Unranked,10,0,Falling,3,2,1,0.667,2026-02-10,2
2026,Iowa State,Big 12,2/9,13,,26,26.0,0.0,Unranked,10,0,Falling,3,2,1,0.667,2026-02-10,2
2026,Kentucky,SEC,Pre,0,24.0,24,,,Unknown,1,1,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,11/10,1,23.0,23,24.0,1.0,Rising,2,2,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,11/17,2,20.0,20,23.0,3.0,Rising,3,3,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,11/24,3,16.0,16,20.0,4.0,Rising,4,4,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,12/1,4,17.0,17,16.0,-1.0,Falling,5,5,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,12/8,5,15.0,15,17.0,2.0,Rising,6,6,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,12/15,6,12.0,12,15.0,3.0,Rising,7,7,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,12/22,7,11.0,11,12.0,1.0,Rising,8,8,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,1/5,8,6.0,6,11.0,5.0,Rising,9,9,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,1/12,9,7.0,7,6.0,-1.0,Falling,10,10,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,1/19,10,11.0,11,7.0,-4.0,Falling,11,11,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,1/26,11,18.0,18,11.0,-7.0,Falling,12,12,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,2/2,12,16.0,16,18.0,2.0,Rising,13,13,Steady,7,3,4,0.429,2026-02-10,2
2026,Kentucky,SEC,2/9,13,18.0,18,16.0,-2.0,Falling,14,14,Steady,7,3,4,0.429,2026-02-10,2
2026,LSU,SEC,Pre,0,5.0,5,,,Unknown,1,1,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,11/10,1,5.0,5,5.0,0.0,Stable,2,2,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,11/17,2,5.0,5,5.0,0.0,Stable,3,3,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,11/24,3,5.0,5,5.0,0.0,Stable,4,4,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,12/1,4,5.0,5,5.0,0.0,Stable,5,5,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,12/8,5,5.0,5,5.0,0.0,Stable,6,6,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,12/15,6,5.0,5,5.0,0.0,Stable,7,7,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,12/22,7,5.0,5,5.0,0.0,Stable,8,8,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,1/5,8,12.0,12,5.0,-7.0,Falling,9,9,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,1/12,9,6.0,6,12.0,6.0,Rising,10,10,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,1/19,10,6.0,6,6.0,0.0,Stable,11,11,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,1/26,11,6.0,6,6.0,0.0,Stable,12,12,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,2/2,12,5.0,5,6.0,1.0,Rising,13,13,Steady,6,3,3,0.5,2026-02-10,2
2026,LSU,SEC,2/9,13,6.0,6,5.0,-1.0,Falling,14,14,Steady,6,3,3,0.5,2026-02-10,2
2026,Louisville,ACC,Pre,0,20.0,20,,,Unknown,1,1,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,11/10,1,22.0,22,20.0,-2.0,Falling,2,2,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,11/17,2,21.0,21,22.0,1.0,Rising,3,3,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,11/24,3,23.0,23,21.0,-2.0,Falling,4,4,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,12/1,4,22.0,22,23.0,1.0,Rising,5,5,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,12/8,5,22.0,22,22.0,0.0,Stable,6,6,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,12/15,6,16.0,16,22.0,6.0,Rising,7,7,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,12/22,7,13.0,13,16.0,3.0,Rising,8,8,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,1/5,8,10.0,10,13.0,3.0,Rising,9,9,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,1/12,9,9.0,9,10.0,1.0,Rising,10,10,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,1/19,10,8.0,8,9.0,1.0,Rising,11,11,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,1/26,11,7.0,7,8.0,1.0,Rising,12,12,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,2/2,12,6.0,6,7.0,1.0,Rising,13,13,Surging,7,3,4,0.429,2026-02-10,2
2026,Louisville,ACC,2/9,13,9.0,9,6.0,-3.0,Falling,14,14,Surging,7,3,4,0.429,2026-02-10,2
2026,Maryland,Big Ten,Pre,0,10.0,10,,,Unknown,1,1,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,11/10,1,9.0,9,10.0,1.0,Rising,2,2,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,11/17,2,9.0,9,9.0,0.0,Stable,3,3,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,11/24,3,7.0,7,9.0,2.0,Rising,4,4,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,12/1,4,7.0,7,7.0,0.0,Stable,5,5,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,12/8,5,7.0,7,7.0,0.0,Stable,6,6,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,12/15,6,7.0,7,7.0,0.0,Stable,7,7,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,12/22,7,7.0,7,7.0,0.0,Stable,8,8,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,1/5,8,8.0,8,7.0,-1.0,Falling,9,9,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,1/12,9,12.0,12,8.0,-4.0,Falling,10,10,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,1/19,10,15.0,15,12.0,-3.0,Falling,11,11,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,1/26,11,16.0,16,15.0,-1.0,Falling,12,12,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,2/2,12,22.0,22,16.0,-6.0,Falling,13,13,Falling,6,2,4,0.333,2026-02-10,2
2026,Maryland,Big Ten,2/9,13,20.0,20,22.0,2.0,Rising,14,14,Falling,6,2,4,0.333,2026-02-10,2
2026,Michigan,Big Ten,Pre,0,13.0,13,,,Unknown,1,1,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,11/10,1,14.0,14,13.0,-1.0,Falling,2,2,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,11/17,2,6.0,6,14.0,8.0,Rising,3,3,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,11/24,3,6.0,6,6.0,0.0,Stable,4,4,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,12/1,4,6.0,6,6.0,0.0,Stable,5,5,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,12/8,5,6.0,6,6.0,0.0,Stable,6,6,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,12/15,6,6.0,6,6.0,0.0,Stable,7,7,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,12/22,7,6.0,6,6.0,0.0,Stable,8,8,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,1/5,8,9.0,9,6.0,-3.0,Falling,9,9,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,1/12,9,8.0,8,9.0,1.0,Rising,10,10,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,1/19,10,7.0,7,8.0,1.0,Rising,11,11,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,1/26,11,9.0,9,7.0,-2.0,Falling,12,12,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,2/2,12,8.0,8,9.0,1.0,Rising,13,13,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan,Big Ten,2/9,13,7.0,7,8.0,1.0,Rising,14,14,Steady,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,Pre,0,23.0,23,,,Unknown,1,1,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,11/10,1,24.0,24,23.0,-1.0,Falling,2,2,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,11/17,2,22.0,22,24.0,2.0,Rising,3,3,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,11/24,3,20.0,20,22.0,2.0,Rising,4,4,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,12/1,4,20.0,20,20.0,0.0,Stable,5,5,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,12/8,5,25.0,25,20.0,-5.0,Falling,6,6,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,12/15,6,24.0,24,25.0,1.0,Rising,7,7,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,12/22,7,24.0,24,24.0,0.0,Stable,8,8,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,1/5,8,15.0,15,24.0,9.0,Rising,9,9,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,1/12,9,15.0,15,15.0,0.0,Stable,10,10,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,1/19,10,13.0,13,15.0,2.0,Rising,11,11,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,1/26,11,13.0,13,13.0,0.0,Stable,12,12,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,2/2,12,12.0,12,13.0,1.0,Rising,13,13,Surging,6,3,3,0.5,2026-02-10,2
2026,Michigan State,Big Ten,2/9,13,13.0,13,12.0,-1.0,Falling,14,14,Surging,6,3,3,0.5,2026-02-10,2
2026,NC State,ACC,Pre,0,9.0,9,,,Unknown,1,1,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,11/10,1,10.0,10,9.0,-1.0,Falling,2,2,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,11/17,2,16.0,16,10.0,-6.0,Falling,3,3,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,11/24,3,25.0,25,16.0,-9.0,Falling,4,4,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,12/1,4,,26,25.0,-1.0,Dropped,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,12/8,5,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,12/15,6,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,12/22,7,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,1/5,8,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,1/12,9,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,1/19,10,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,1/26,11,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,2/2,12,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,NC State,ACC,2/9,13,,26,26.0,0.0,Unranked,4,0,Unranked,6,1,5,0.167,2026-02-10,2
2026,Nebraska,Big Ten,Pre,0,,26,,,Unknown,0,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,11/10,1,,26,26.0,0.0,Unranked,0,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,11/17,2,,26,26.0,0.0,Unranked,0,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,11/24,3,,26,26.0,0.0,Unranked,0,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,12/1,4,,26,26.0,0.0,Unranked,0,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,12/8,5,24.0,24,26.0,2.0,New,1,1,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,12/15,6,23.0,23,24.0,1.0,Rising,2,2,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,12/22,7,20.0,20,23.0,3.0,Rising,3,3,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,1/5,8,25.0,25,20.0,-5.0,Falling,4,4,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,1/12,9,24.0,24,25.0,1.0,Rising,5,5,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,1/19,10,24.0,24,24.0,0.0,Stable,6,6,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,1/26,11,,26,24.0,-2.0,Dropped,6,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,2/2,12,,26,26.0,0.0,Unranked,6,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Nebraska,Big Ten,2/9,13,,26,26.0,0.0,Unranked,6,0,Steady,7,0,7,0.0,2026-02-10,2
2026,Notre Dame,ACC,Pre,0,15.0,15,,,Unknown,1,1,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,11/10,1,18.0,18,15.0,-3.0,Falling,2,2,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,11/17,2,24.0,24,18.0,-6.0,Falling,3,3,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,11/24,3,19.0,19,24.0,5.0,Rising,4,4,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,12/1,4,18.0,18,19.0,1.0,Rising,5,5,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,12/8,5,19.0,19,18.0,-1.0,Falling,6,6,Falling,6,2,4,0.333,2026-02-10,2
2026,Notre Dame,ACC,12/15,6,20.0,20,19.0,-1.0,Falling,7,7,Falling,6,2,4,0.333,2026-02-10,2
