season,team,conference,poll_week,week_number,rank,rank_numeric,prev_rank_numeric,rank_change,movement_category,weeks_in_top25,ranked_streak,team_identity,games_vs_top25,wins_vs_top25,losses_vs_top25,win_pct_vs_top25,run_date,table_id
2026,USC,Big Ten,2/2,12,,26,26.0,0.0,Unranked,9,0,Unranked,11,4,7,0.364,2026-02-10,2
2026,USC,Big Ten,2/9,13,,26,26.0,0.0,Unranked,9,0,Unranked,11,4,7,0.364,2026-02-10,2
2026,Vanderbilt,SEC,Pre,0,19.0,19,,,Unknown,1,1,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,11/10,1,19.0,19,19.0,0.0,Stable,2,2,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,11/17,2,17.0,17,19.0,2.0,Rising,3,3,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,11/24,3,17.0,17,17.0,0.0,Stable,4,4,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,12/1,4,15.0,15,17.0,2.0,Rising,5,5,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,12/8,5,14.0,14,15.0,1.0,Rising,6,6,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,12/15,6,13.0,13,14.0,1.0,Rising,7,7,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,12/22,7,12.0,12,13.0,1.0,Rising,8,8,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,1/5,8,7.0,7,12.0,5.0,Rising,9,9,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,1/12,9,5.0,5,7.0,2.0,Rising,10,10,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,1/19,10,5.0,5,5.0,0.0,Stable,11,11,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,1/26,11,5.0,5,5.0,0.0,Stable,12,12,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,2/2,12,7.0,7,5.0,-2.0,Falling,13,13,Surging,6,4,2,0.667,2026-02-10,2
2026,Vanderbilt,SEC,2/9,13,5.0,5,7.0,2.0,Rising,14,14,Surging,6,4,2,0.667,2026-02-10,2
2026,Washington,Big Ten,Pre,0,,26,,,Unknown,0,0,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,11/10,1,25.0,25,26.0,1.0,New,1,1,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,11/17,2,25.0,25,25.0,0.0,Stable,2,2,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,11/24,3,22.0,22,25.0,3.0,Rising,3,3,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,12/1,4,21.0,21,22.0,1.0,Rising,4,4,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,12/8,5,20.0,20,21.0,1.0,Rising,5,5,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,12/15,6,22.0,22,20.0,-2.0,Falling,6,6,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,12/22,7,,26,22.0,-4.0,Dropped,6,0,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,1/5,8,23.0,23,26.0,3.0,New,7,1,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,1/12,9,,26,23.0,-3.0,Dropped,7,0,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,1/19,10,25.0,25,26.0,1.0,New,8,1,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,1/26,11,25.0,25,25.0,0.0,Stable,9,2,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,2/2,12,24.0,24,25.0,1.0,Rising,10,3,Falling,5,2,3,0.4,2026-02-10,2
2026,Washington,Big Ten,2/9,13,25.0,25,24.0,-1.0,Falling,11,4,Falling,5,2,3,0.4,2026-02-10,2
2026,West Virginia,Big 12,Pre,0,,26,,,Unknown,0,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,11/10,1,,26,26.0,0.0,Unranked,0,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,11/17,2,23.0,23,26.0,3.0,New,1,1,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,11/24,3,21.0,21,23.0,2.0,Rising,2,2,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,12/1,4,25.0,25,21.0,-4.0,Falling,3,3,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,12/8,5,,26,25.0,-1.0,Dropped,3,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,12/15,6,,26,26.0,0.0,Unranked,3,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,12/22,7,,26,26.0,0.0,Unranked,3,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,1/5,8,,26,26.0,0.0,Unranked,3,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,1/12,9,,26,26.0,0.0,Unranked,3,0,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,1/19,10,22.0,22,26.0,4.0,New,4,1,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,1/26,11,22.0,22,22.0,0.0,Stable,5,2,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,2/2,12,20.0,20,22.0,2.0,Rising,6,3,Steady,5,3,2,0.6,2026-02-10,2
2026,West Virginia,Big 12,2/9,13,19.0,19,20.0,1.0,Rising,7,4,Steady,5,3,2,0.6,2026-02-10,2
